Country,League,Season,Date,Time,Home,Away,HG,AG,Res,PH,PD,PA,MaxH,MaxD,MaxA,AvgH,AvgD,AvgA
Poland,Ekstraklasa,2018/2019,09/03/2019,19:30,Arka Gdynia,Legia,1,2,A,4.24,3.56,1.93,4.5,3.6,2,4.06,3.4,1.89
Poland,Ekstraklasa,2018/2019,10/03/2019,14:30,Pogon Szczecin,Zaglebie,0,3,A,1.68,4.13,4.99,1.8,4.13,5.25,1.67,3.84,4.77
Poland,Ekstraklasa,2018/2019,10/03/2019,17:00,Legnica,Lech Poznan,3,2,H,3.11,3.47,2.37,3.2,3.5,2.38,3.02,3.28,2.3
Poland,Ekstraklasa,2018/2019,11/03/2019,17:00,Lechia Gdansk,Wisla Plock,1,1,D,1.74,3.64,5.44,1.74,3.75,5.5,1.69,3.61,4.98
Poland,Ekstraklasa,2018/2019,15/03/2019,17:00,Wisla Plock,Pogon Szczecin,0,2,A,2.7,3.4,2.72,2.75,3.4,2.75,2.6,3.24,2.64
Poland,Ekstraklasa,2018/2019,15/03/2019,19:30,Lech Poznan,Gornik Z.,0,3,A,1.98,3.37,4.31,2.02,3.65,4.5,1.91,3.4,3.94
Poland,Ekstraklasa,2018/2019,16/03/2019,14:30,Jagiellonia,Korona Kielce,1,3,A,2.02,3.33,4.22,2.09,3.4,4.25,2,3.22,3.84
Poland,Ekstraklasa,2018/2019,16/03/2019,17:00,Zaglebie Sosnowiec,Lechia Gdansk,0,1,A,3.43,3.39,2.25,3.5,3.5,2.27,3.33,3.22,2.18
Poland,Ekstraklasa,2018/2019,16/03/2019,19:30,Legia,Slask Wroclaw,1,0,H,1.81,3.59,4.93,1.88,3.6,5,1.79,3.39,4.6
Poland,Ekstraklasa,2018/2019,17/03/2019,14:30,Piast Gliwice,Legnica,2,1,H,1.94,3.52,4.27,1.95,3.6,4.5,1.87,3.4,4.12
Poland,Ekstraklasa,2018/2019,17/03/2019,14:30,Zaglebie,Arka Gdynia,0,0,D,2.1,3.63,3.56,2.15,3.63,3.75,2.04,3.42,3.47
Poland,Ekstraklasa,2018/2019,17/03/2019,17:00,Wisla,Cracovia,3,2,H,2.91,3.43,2.53,3,3.43,2.56,2.82,3.24,2.46
Poland,Ekstraklasa,2018/2019,29/03/2019,17:00,Wisla Plock,Zaglebie,0,1,A,2.62,3.49,2.76,2.62,3.5,2.79,2.52,3.31,2.69
Poland,Ekstraklasa,2018/2019,29/03/2019,19:30,Gornik Z.,Cracovia,0,1,A,2.86,3.3,2.64,2.88,3.4,2.66,2.74,3.19,2.56
Poland,Ekstraklasa,2018/2019,29/03/2019,19:30,Lechia Gdansk,Piast Gliwice,2,0,H,2.21,3.21,3.72,2.21,3.45,3.72,2.13,3.16,3.5
Poland,Ekstraklasa,2018/2019,30/03/2019,14:30,Legnica,Zaglebie Sosnowiec,0,2,A,2.16,3.77,3.29,2.16,3.77,3.5,2.09,3.55,3.25
Poland,Ekstraklasa,2018/2019,30/03/2019,17:00,Arka Gdynia,Slask Wroclaw,0,2,A,2.88,3.27,2.64,2.95,3.4,2.64,2.8,3.13,2.54
Poland,Ekstraklasa,2018/2019,30/03/2019,19:30,Korona Kielce,Lech Poznan,0,0,D,2.58,3.23,3,2.61,3.4,3.1,2.48,3.17,2.86
Poland,Ekstraklasa,2018/2019,31/03/2019,14:30,Pogon Szczecin,Jagiellonia,0,0,D,2.24,3.34,3.5,2.31,3.5,3.5,2.18,3.27,3.29
Poland,Ekstraklasa,2018/2019,31/03/2019,17:00,Wisla,Legia,4,0,H,3.66,3.6,2.08,3.85,3.6,2.1,3.56,3.4,2.02
Poland,Ekstraklasa,2018/2019,02/04/2019,17:00,Cracovia,Korona Kielce,2,1,H,2.13,3.34,3.81,2.17,3.4,3.81,2.09,3.2,3.6
Poland,Ekstraklasa,2018/2019,02/04/2019,17:00,Slask Wroclaw,Legnica,0,0,D,1.96,3.4,4.35,1.98,3.6,4.35,1.91,3.34,4.07
Poland,Ekstraklasa,2018/2019,02/04/2019,19:30,Arka Gdynia,Lechia Gdansk,0,0,D,3.45,3.25,2.3,3.75,3.35,2.31,3.3,3.15,2.23
Poland,Ekstraklasa,2018/2019,02/04/2019,19:30,Zaglebie,Gornik Z.,1,1,D,2.24,3.6,3.26,2.26,3.6,3.35,2.17,3.42,3.16
Poland,Ekstraklasa,2018/2019,03/04/2019,17:00,Lech Poznan,Pogon Szczecin,3,2,H,2.49,3.34,3.03,2.5,3.4,3.07,2.39,3.23,2.92
Poland,Ekstraklasa,2018/2019,03/04/2019,17:00,Piast Gliwice,Wisla Plock,1,0,H,1.86,3.59,4.55,1.88,3.7,4.55,1.82,3.47,4.3
Poland,Ekstraklasa,2018/2019,03/04/2019,19:30,Legia,Jagiellonia,3,0,H,1.72,3.85,5.12,1.87,3.85,5.5,1.72,3.52,4.9
Poland,Ekstraklasa,2018/2019,03/04/2019,19:30,Zaglebie Sosnowiec,Wisla,4,3,H,2.56,3.75,2.68,2.78,3.75,2.72,2.56,3.52,2.53
Poland,Ekstraklasa,2018/2019,05/04/2019,17:00,Korona Kielce,Zaglebie,0,2,A,2.48,3.36,3.02,2.48,3.4,3.1,2.38,3.23,2.95
Poland,Ekstraklasa,2018/2019,05/04/2019,19:30,Legnica,Cracovia,2,1,H,3.11,3.29,2.47,3.12,3.35,2.51,2.96,3.15,2.41
Poland,Ekstraklasa,2018/2019,06/04/2019,14:30,Jagiellonia,Zaglebie Sosnowiec,2,1,H,1.8,3.7,4.8,1.88,3.9,5,1.76,3.63,4.42
Poland,Ekstraklasa,2018/2019,06/04/2019,17:00,Wisla,Piast Gliwice,2,2,D,3.12,3.5,2.35,3.25,3.5,2.6,2.95,3.32,2.34
Poland,Ekstraklasa,2018/2019,06/04/2019,19:30,Lechia Gdansk,Lech Poznan,1,0,H,2.18,3.34,3.65,2.2,3.4,3.75,2.13,3.21,3.49
Poland,Ekstraklasa,2018/2019,07/04/2019,14:30,Pogon Szczecin,Arka Gdynia,3,3,D,1.87,3.33,5.02,1.89,3.65,5.02,1.81,3.37,4.57
Poland,Ekstraklasa,2018/2019,07/04/2019,17:00,Gornik Z.,Legia,1,2,A,4.14,3.6,1.94,4.32,3.75,1.95,3.95,3.47,1.9
Poland,Ekstraklasa,2018/2019,08/04/2019,17:00,Wisla Plock,Slask Wroclaw,2,0,H,2.84,3.44,2.58,2.87,3.44,2.65,2.74,3.26,2.52
Poland,Ekstraklasa,2018/2019,13/04/2019,17:00,Arka Gdynia,Legnica,1,1,D,2.23,3.36,3.5,2.26,3.4,3.5,2.19,3.22,3.33
Poland,Ekstraklasa,2018/2019,13/04/2019,17:00,Cracovia,Lechia Gdansk,4,2,H,2.25,3.29,3.54,2.5,3.4,3.54,2.26,3.12,3.28
Poland,Ekstraklasa,2018/2019,13/04/2019,17:00,Lech Poznan,Jagiellonia,0,2,A,2.05,3.47,3.89,2.15,3.47,3.9,2.05,3.29,3.62
Poland,Ekstraklasa,2018/2019,13/04/2019,17:00,Legia,Pogon Szczecin,3,1,H,1.81,3.84,4.49,1.82,3.84,4.57,1.79,3.6,4.32
Poland,Ekstraklasa,2018/2019,13/04/2019,17:00,Piast Gliwice,Korona Kielce,4,0,H,1.83,3.74,4.53,1.85,3.74,4.85,1.8,3.53,4.4
Poland,Ekstraklasa,2018/2019,13/04/2019,17:00,Slask Wroclaw,Gornik Z.,0,1,A,2.05,3.56,3.78,2.1,3.57,3.8,2.02,3.4,3.58
Poland,Ekstraklasa,2018/2019,13/04/2019,17:00,Zaglebie,Wisla,3,1,H,2.1,3.77,3.45,2.35,3.77,3.47,2.07,3.57,3.27
Poland,Ekstraklasa,2018/2019,13/04/2019,17:00,Zaglebie Sosnowiec,Wisla Plock,1,3,A,2.66,3.57,2.67,2.66,3.57,2.8,2.53,3.42,2.62
Poland,Ekstraklasa,2018/2019,20/04/2019,14:30,Lechia Gdansk,Piast Gliwice,0,2,A,2.3,3.37,3.33,2.3,3.5,3.5,2.19,3.22,3.3
Poland,Ekstraklasa,2018/2019,20/04/2019,17:00,Jagiellonia,Lech Poznan,3,3,D,2.19,3.5,3.46,2.19,3.6,3.75,2.09,3.35,3.41
Poland,Ekstraklasa,2018/2019,20/04/2019,17:00,Zaglebie,Pogon Szczecin,2,3,A,2.11,3.58,3.58,2.25,3.58,3.6,2.1,3.35,3.37
Poland,Ekstraklasa,2018/2019,20/04/2019,19:30,Legia,Cracovia,1,0,H,1.76,3.77,4.95,1.86,3.77,4.95,1.74,3.57,4.63
Poland,Ekstraklasa,2018/2019,22/04/2019,14:30,Legnica,Zaglebie Sosnowiec,2,2,D,2.28,3.41,3.35,2.28,3.5,3.5,2.17,3.38,3.21
Poland,Ekstraklasa,2018/2019,22/04/2019,14:30,Wisla,Wisla Plock,2,3,A,2.99,3.53,2.42,3,3.6,2.55,2.83,3.38,2.38
Poland,Ekstraklasa,2018/2019,22/04/2019,17:00,Gornik Z.,Arka Gdynia,1,0,H,2.23,3.52,3.35,2.25,3.53,3.54,2.15,3.38,3.25
Poland,Ekstraklasa,2018/2019,22/04/2019,17:00,Korona Kielce,Slask Wroclaw,2,0,H,3.15,3.44,2.36,3.2,3.44,2.55,2.98,3.24,2.35
Poland,Ekstraklasa,2018/2019,23/04/2019,17:00,Piast Gliwice,Zaglebie,1,0,H,2.02,3.67,3.77,2.1,3.67,3.8,2.01,3.42,3.59
Poland,Ekstraklasa,2018/2019,23/04/2019,19:30,Cracovia,Jagiellonia,0,1,A,1.94,3.67,4.07,2.1,3.67,4.07,1.95,3.44,3.77
Poland,Ekstraklasa,2018/2019,24/04/2019,17:00,Pogon Szczecin,Lechia Gdansk,3,4,A,2.44,3.31,3.14,2.6,3.4,3.15,2.38,3.16,2.99
Poland,Ekstraklasa,2018/2019,24/04/2019,19:30,Lech Poznan,Legia,1,0,H,3.36,3.57,2.2,3.5,3.57,2.3,3.25,3.34,2.17
Poland,Ekstraklasa,2018/2019,25/04/2019,17:00,Arka Gdynia,Legnica,2,0,H,2.33,3.28,3.36,2.34,3.4,3.5,2.24,3.18,3.25
Poland,Ekstraklasa,2018/2019,25/04/2019,17:00,Wisla Plock,Korona Kielce,2,1,H,2.05,3.59,3.77,2.1,3.65,4,2.01,3.45,3.56
Poland,Ekstraklasa,2018/2019,25/04/2019,19:30,Slask Wroclaw,Gornik Z.,1,2,A,2.05,3.57,3.79,2.1,3.57,3.83,2.02,3.38,3.59
Poland,Ekstraklasa,2018/2019,25/04/2019,19:30,Zaglebie Sosnowiec,Wisla,2,1,H,1.72,4.71,4.15,1.85,4.71,4.5,1.73,4.18,3.94
Poland,Ekstraklasa,2018/2019,26/04/2019,17:00,Zaglebie,Jagiellonia,2,0,H,1.93,3.68,4.08,2.2,3.68,4.33,1.97,3.34,3.79
Poland,Ekstraklasa,2018/2019,26/04/2019,19:30,Piast Gliwice,Cracovia,3,1,H,2.18,3.38,3.6,2.2,3.5,3.64,2.13,3.25,3.4
Poland,Ekstraklasa,2018/2019,27/04/2019,17:00,Pogon Szczecin,Lech Poznan,1,1,D,2.19,3.52,3.42,2.25,3.52,3.5,2.19,3.29,3.24
Poland,Ekstraklasa,2018/2019,27/04/2019,19:30,Lechia Gdansk,Legia,1,3,A,3.07,3.18,2.56,3.07,3.2,2.75,2.91,3.08,2.48
Poland,Ekstraklasa,2018/2019,28/04/2019,12:00,Legnica,Wisla Plock,3,2,H,2.32,3.48,3.2,2.47,3.48,3.3,2.3,3.24,3.06
Poland,Ekstraklasa,2018/2019,28/04/2019,14:30,Korona Kielce,Arka Gdynia,0,2,A,2.28,3.4,3.35,2.43,3.4,3.38,2.24,3.19,3.21
Poland,Ekstraklasa,2018/2019,28/04/2019,17:00,Wisla,Slask Wroclaw,1,1,D,3.35,3.82,2.12,3.6,3.82,2.25,3.25,3.53,2.08
Poland,Ekstraklasa,2018/2019,29/04/2019,17:00,Gornik Z.,Zaglebie Sosnowiec,4,0,H,2.11,3.59,3.57,2.11,3.77,3.7,2.04,3.5,3.4
Poland,Ekstraklasa,2018/2019,03/05/2019,17:00,Wisla Plock,Arka Gdynia,1,1,D,2.23,3.26,3.6,2.25,3.5,3.6,2.16,3.29,3.3
Poland,Ekstraklasa,2018/2019,03/05/2019,19:30,Gornik Z.,Wisla,1,2,A,1.52,4.55,6.17,1.6,4.6,6.5,1.51,4.31,5.69
Poland,Ekstraklasa,2018/2019,04/05/2019,14:30,Korona Kielce,Legnica,0,0,D,2.37,3.47,3.12,2.55,3.5,3.12,2.38,3.3,2.89
Poland,Ekstraklasa,2018/2019,04/05/2019,17:00,Lech Poznan,Zaglebie,1,1,D,2.84,3.63,2.48,3,3.66,2.65,2.73,3.37,2.47
Poland,Ekstraklasa,2018/2019,04/05/2019,19:30,Legia,Piast Gliwice,0,1,A,1.76,3.87,4.78,1.8,3.9,5.75,1.72,3.63,4.66
Poland,Ekstraklasa,2018/2019,05/05/2019,14:30,Zaglebie Sosnowiec,Slask Wroclaw,2,4,A,3.4,3.86,2.09,3.75,3.86,2.15,3.27,3.56,2.06
Poland,Ekstraklasa,2018/2019,05/05/2019,17:00,Cracovia,Lechia Gdansk,2,0,H,2.34,3.47,3.17,2.6,3.5,3.25,2.4,3.22,2.92
Poland,Ekstraklasa,2018/2019,06/05/2019,17:00,Jagiellonia,Pogon Szczecin,4,2,H,2.2,3.63,3.32,2.35,3.63,3.4,2.18,3.37,3.17
Poland,Ekstraklasa,2018/2019,10/05/2019,17:00,Arka Gdynia,Zaglebie Sosnowiec,2,0,H,1.45,4.72,7.22,1.5,4.8,7.22,1.44,4.52,6.44
Poland,Ekstraklasa,2018/2019,10/05/2019,19:30,Wisla,Korona Kielce,1,0,H,2.66,3.73,2.59,2.7,3.73,2.62,2.58,3.5,2.53
Poland,Ekstraklasa,2018/2019,11/05/2019,14:30,Slask Wroclaw,Wisla Plock,2,1,H,1.82,3.83,4.46,2,3.83,4.53,1.84,3.5,4.18
Poland,Ekstraklasa,2018/2019,11/05/2019,17:00,Legnica,Gornik Z.,0,1,A,2.55,3.21,3.06,2.65,3.4,3.06,2.52,3.17,2.8
Poland,Ekstraklasa,2018/2019,11/05/2019,19:30,Cracovia,Lech Poznan,1,0,H,1.85,3.68,4.46,1.9,3.85,4.75,1.83,3.5,4.25
Poland,Ekstraklasa,2018/2019,12/05/2019,12:00,Piast Gliwice,Jagiellonia,2,1,H,1.75,3.9,4.86,1.8,3.9,5,1.74,3.63,4.59
Poland,Ekstraklasa,2018/2019,12/05/2019,14:30,Legia,Pogon Szczecin,1,1,D,1.38,5.13,8.11,1.45,5.2,9,1.37,4.84,7.45
Poland,Ekstraklasa,2018/2019,12/05/2019,17:00,Lechia Gdansk,Zaglebie,1,1,D,2.25,3.45,3.37,2.25,3.52,3.39,2.17,3.35,3.23
Poland,Ekstraklasa,2018/2019,13/05/2019,17:00,Arka Gdynia,Wisla,3,1,H,1.53,4.53,6.09,1.6,4.75,7.1,1.5,4.34,5.76
Poland,Ekstraklasa,2018/2019,14/05/2019,19:30,Gornik Z.,Wisla Plock,0,1,A,2.71,3.58,2.62,2.85,3.6,2.62,2.64,3.44,2.5
Poland,Ekstraklasa,2018/2019,14/05/2019,19:30,Legnica,Slask Wroclaw,0,2,A,3.32,3.28,2.35,3.38,3.4,2.45,3.17,3.17,2.29
Poland,Ekstraklasa,2018/2019,14/05/2019,19:30,Zaglebie Sosnowiec,Korona Kielce,2,4,A,5.04,4.51,1.62,5.04,4.51,1.82,4.58,4.28,1.62
Poland,Ekstraklasa,2018/2019,15/05/2019,19:30,Jagiellonia,Legia,1,0,H,3.22,3.52,2.29,3.35,3.6,2.4,3.14,3.37,2.21
Poland,Ekstraklasa,2018/2019,15/05/2019,19:30,Lech Poznan,Lechia Gdansk,2,1,H,2.98,3.49,2.44,3.04,3.53,2.5,2.87,3.34,2.38
Poland,Ekstraklasa,2018/2019,15/05/2019,19:30,Pogon Szczecin,Piast Gliwice,0,0,D,3.65,3.56,2.09,3.8,3.7,2.2,3.45,3.45,2.04
Poland,Ekstraklasa,2018/2019,15/05/2019,19:30,Zaglebie,Cracovia,1,2,A,2.2,3.44,3.49,2.45,3.5,3.6,2.18,3.29,3.27
Poland,Ekstraklasa,2018/2019,18/05/2019,14:30,Korona Kielce,Gornik Z.,0,3,A,2.19,3.86,3.16,2.3,3.86,3.16,2.19,3.62,2.98
Poland,Ekstraklasa,2018/2019,18/05/2019,14:30,Wisla Plock,Zaglebie Sosnowiec,0,0,D,1.32,5.54,9.56,1.4,6,10,1.31,5.34,8.58
Poland,Ekstraklasa,2018/2019,18/05/2019,14:30,Slask Wroclaw,Arka Gdynia,4,0,H,2.19,3.77,3.24,2.35,3.8,3.27,2.18,3.58,3.02
Poland,Ekstraklasa,2018/2019,18/05/2019,14:30,Wisla,Legnica,4,5,A,2.54,4.05,2.56,2.58,4.05,2.76,2.46,3.62,2.59
Poland,Ekstraklasa,2018/2019,19/05/2019,17:00,Cracovia,Pogon Szczecin,0,3,A,1.55,4.26,6.26,1.62,4.33,7,1.54,4.05,5.77
Poland,Ekstraklasa,2018/2019,19/05/2019,17:00,Lechia Gdansk,Jagiellonia,2,0,H,2.79,3.4,2.64,2.93,3.5,2.68,2.72,3.3,2.51
Poland,Ekstraklasa,2018/2019,19/05/2019,17:00,Legia,Zaglebie,2,2,D,1.34,5.61,8.37,1.47,5.61,8.5,1.35,5.01,7.55
Poland,Ekstraklasa,2018/2019,19/05/2019,17:00,Piast Gliwice,Lech Poznan,1,0,H,1.24,6.61,11.35,1.35,6.61,11.35,1.3,5.26,8.75
Poland,Ekstraklasa,2019/2020,19/07/2019,17:00,Arka Gdynia,Jagiellonia,0,3,A,2.57,3.26,2.95,2.65,3.4,3.05,2.49,3.12,2.88
Poland,Ekstraklasa,2019/2020,19/07/2019,19:30,LKS Lodz,Lechia Gdansk,0,0,D,2.42,3.39,3.06,2.65,3.4,3.06,2.41,3.23,2.89
Poland,Ekstraklasa,2019/2020,20/07/2019,14:00,Rakow,Korona Kielce,0,1,A,2.32,3.5,3.15,2.32,3.53,3.5,2.21,3.35,3.14
Poland,Ekstraklasa,2019/2020,20/07/2019,16:30,Wisla,Slask Wroclaw,0,1,A,3.21,3.65,2.22,3.26,3.65,2.5,3.04,3.37,2.27
Poland,Ekstraklasa,2019/2020,20/07/2019,19:00,Piast Gliwice,Lech Poznan,1,1,D,2.38,3.24,3.28,2.65,3.4,3.28,2.35,3.16,3.07
Poland,Ekstraklasa,2019/2020,21/07/2019,14:00,Zaglebie,Cracovia,1,1,D,2.33,3.5,3.12,2.33,3.5,3.4,2.25,3.36,3.07
Poland,Ekstraklasa,2019/2020,21/07/2019,16:30,Legia,Pogon Szczecin,1,2,A,2.04,3.53,3.83,2.05,3.75,4.55,2,3.43,3.63
Poland,Ekstraklasa,2019/2020,22/07/2019,17:00,Wisla Plock,Gornik Z.,1,1,D,2.83,3.38,2.6,2.83,3.65,2.8,2.68,3.29,2.54
Poland,Ekstraklasa,2019/2020,26/07/2019,17:00,Gornik Z.,Zaglebie,1,0,H,2.28,3.51,3.22,2.45,3.52,3.25,2.25,3.33,3.09
Poland,Ekstraklasa,2019/2020,26/07/2019,19:30,Lech Poznan,Wisla Plock,4,0,H,1.77,3.66,5.06,1.85,3.73,5.25,1.74,3.58,4.69
Poland,Ekstraklasa,2019/2020,27/07/2019,16:30,Cracovia,LKS Lodz,1,2,A,2.05,3.32,4.09,2.05,3.6,4.25,1.96,3.28,3.94
Poland,Ekstraklasa,2019/2020,27/07/2019,19:00,Jagiellonia,Rakow,0,1,A,2.18,3.36,3.61,2.2,3.6,3.82,2.1,3.24,3.52
Poland,Ekstraklasa,2019/2020,28/07/2019,14:00,Korona Kielce,Legia,1,2,A,3.16,3.49,2.32,3.2,3.5,2.55,3.03,3.25,2.32
Poland,Ekstraklasa,2019/2020,28/07/2019,16:30,Lechia Gdansk,Wisla,0,0,D,1.68,4.06,5.1,1.75,4.12,5.25,1.66,3.91,4.73
Poland,Ekstraklasa,2019/2020,28/07/2019,16:30,Slask Wroclaw,Piast Gliwice,2,1,H,2.44,3.31,3.09,2.46,3.4,3.2,2.4,3.13,3
Poland,Ekstraklasa,2019/2020,29/07/2019,17:00,Pogon Szczecin,Arka Gdynia,2,0,H,1.72,3.71,5.33,1.77,3.75,5.45,1.7,3.62,4.94
Poland,Ekstraklasa,2019/2020,02/08/2019,17:00,Arka Gdynia,Korona Kielce,1,1,D,2.66,3.22,2.87,2.66,3.4,2.95,2.55,3.14,2.77
Poland,Ekstraklasa,2019/2020,02/08/2019,19:30,Zaglebie,Jagiellonia,2,2,D,2.46,3.46,2.95,2.46,3.46,3,2.38,3.31,2.86
Poland,Ekstraklasa,2019/2020,03/08/2019,16:30,Rakow,Cracovia,1,3,A,2.67,3.17,2.91,2.7,3.4,2.91,2.57,3.12,2.76
Poland,Ekstraklasa,2019/2020,03/08/2019,19:00,LKS Lodz,Lech Poznan,1,2,A,2.81,3.41,2.59,2.85,3.46,2.7,2.68,3.28,2.55
Poland,Ekstraklasa,2019/2020,04/08/2019,14:00,Wisla Plock,Lechia Gdansk,1,2,A,2.96,3.35,2.51,3,3.4,2.75,2.84,3.22,2.44
Poland,Ekstraklasa,2019/2020,04/08/2019,16:30,Legia,Slask Wroclaw,0,0,D,1.71,3.89,5.11,1.82,3.89,5.25,1.72,3.66,4.66
Poland,Ekstraklasa,2019/2020,04/08/2019,16:30,Piast Gliwice,Pogon Szczecin,0,0,D,2.12,3.42,3.69,2.25,3.46,3.69,2.13,3.29,3.38
Poland,Ekstraklasa,2019/2020,05/08/2019,17:00,Wisla,Gornik Z.,1,0,H,2.77,3.43,2.61,2.77,3.45,2.75,2.55,3.31,2.65
Poland,Ekstraklasa,2019/2020,09/08/2019,19:30,Lech Poznan,Slask Wroclaw,1,3,A,1.93,3.56,4.24,1.97,3.56,4.24,1.91,3.39,3.97
Poland,Ekstraklasa,2019/2020,10/08/2019,14:00,Pogon Szczecin,Wisla,1,0,H,1.74,3.83,4.94,1.78,3.84,4.94,1.73,3.66,4.51
Poland,Ekstraklasa,2019/2020,10/08/2019,16:30,Zaglebie,Arka Gdynia,2,0,H,2.21,3.25,3.64,2.21,3.44,3.75,2.07,3.24,3.59
Poland,Ekstraklasa,2019/2020,10/08/2019,19:00,Gornik Z.,Rakow,1,0,H,2.49,3.26,3.07,2.51,3.26,3.1,2.39,3.16,2.97
Poland,Ekstraklasa,2019/2020,11/08/2019,14:00,LKS Lodz,Piast Gliwice,0,1,A,2.7,3.52,2.63,2.88,3.52,2.63,2.69,3.31,2.51
Poland,Ekstraklasa,2019/2020,11/08/2019,16:30,Cracovia,Korona Kielce,1,0,H,2.22,3.33,3.52,2.25,3.33,3.52,2.17,3.23,3.31
Poland,Ekstraklasa,2019/2020,12/08/2019,17:00,Lechia Gdansk,Jagiellonia,1,1,D,2.19,3.45,3.45,2.23,3.48,3.5,2.13,3.33,3.32
Poland,Ekstraklasa,2019/2020,16/08/2019,19:30,Wisla,LKS Lodz,4,0,H,2.73,3.51,2.61,2.75,3.56,2.7,2.62,3.35,2.56
Poland,Ekstraklasa,2019/2020,17/08/2019,14:00,Slask Wroclaw,Cracovia,2,1,H,2.47,3.11,3.25,2.47,3.24,3.27,2.39,3.04,3.08
Poland,Ekstraklasa,2019/2020,17/08/2019,16:30,Arka Gdynia,Lech Poznan,0,0,D,3.55,3.48,2.15,3.6,3.48,2.25,3.33,3.28,2.15
Poland,Ekstraklasa,2019/2020,17/08/2019,19:00,Jagiellonia,Gornik Z.,3,1,H,2.04,3.51,3.87,2.06,3.64,3.95,1.98,3.43,3.67
Poland,Ekstraklasa,2019/2020,18/08/2019,14:00,Piast Gliwice,Wisla Plock,1,0,H,1.79,3.86,4.57,1.9,3.88,4.75,1.75,3.68,4.42
Poland,Ekstraklasa,2019/2020,18/08/2019,16:30,Legia,Zaglebie,1,0,H,1.62,4.11,5.58,1.7,4.11,6,1.62,3.89,5.1
Poland,Ekstraklasa,2019/2020,18/08/2019,16:30,Rakow,Lechia Gdansk,2,1,H,2.62,3.3,2.86,2.65,3.34,2.86,2.53,3.21,2.73
Poland,Ekstraklasa,2019/2020,19/08/2019,17:00,Korona Kielce,Pogon Szczecin,0,1,A,2.58,3.28,2.92,2.8,3.4,2.92,2.51,3.19,2.78
Poland,Ekstraklasa,2019/2020,23/08/2019,19:30,Jagiellonia,Wisla,3,2,H,1.94,3.83,3.89,1.97,3.83,3.95,1.89,3.62,3.76
Poland,Ekstraklasa,2019/2020,24/08/2019,14:00,Cracovia,Arka Gdynia,3,1,H,1.75,3.75,5.03,1.85,3.75,5.03,1.74,3.57,4.67
Poland,Ekstraklasa,2019/2020,24/08/2019,16:30,Lechia Gdansk,Slask Wroclaw,1,1,D,2.15,3.35,3.69,2.25,3.5,3.69,2.11,3.31,3.4
Poland,Ekstraklasa,2019/2020,24/08/2019,19:00,Rakow,Lech Poznan,2,3,A,3.16,3.43,2.34,3.16,3.48,2.55,2.96,3.31,2.33
Poland,Ekstraklasa,2019/2020,25/08/2019,14:00,Gornik Z.,Korona Kielce,3,0,H,2.4,3.4,3.08,2.4,3.48,3.1,2.34,3.28,2.95
Poland,Ekstraklasa,2019/2020,25/08/2019,16:30,LKS Lodz,Legia,2,3,A,3.18,3.39,2.35,3.2,3.4,2.5,3.04,3.24,2.32
Poland,Ekstraklasa,2019/2020,25/08/2019,16:30,Zaglebie,Piast Gliwice,0,3,A,2.33,3.42,3.18,2.4,3.42,3.25,2.3,3.16,3.13
Poland,Ekstraklasa,2019/2020,26/08/2019,17:00,Pogon Szczecin,Wisla Plock,1,2,A,1.91,3.55,4.38,1.95,3.65,4.75,1.84,3.45,4.22
Poland,Ekstraklasa,2019/2020,30/08/2019,17:00,Arka Gdynia,Gornik Z.,1,0,H,3.05,3.26,2.5,3.05,3.35,2.75,2.88,3.18,2.44
Poland,Ekstraklasa,2019/2020,30/08/2019,19:30,Korona Kielce,Jagiellonia,0,2,A,2.49,3.42,2.94,2.75,3.48,3,2.44,3.27,2.82
Poland,Ekstraklasa,2019/2020,31/08/2019,14:00,Wisla Plock,LKS Lodz,2,1,H,2.62,3.44,2.76,2.65,3.46,3,2.54,3.29,2.68
Poland,Ekstraklasa,2019/2020,31/08/2019,16:30,Piast Gliwice,Lechia Gdansk,1,2,A,2.21,3.28,3.61,2.4,3.44,3.61,2.16,3.24,3.34
Poland,Ekstraklasa,2019/2020,31/08/2019,19:00,Wisla,Zaglebie,4,2,H,2.38,3.57,2.99,2.5,3.64,3,2.3,3.44,2.91
Poland,Ekstraklasa,2019/2020,01/09/2019,14:00,Slask Wroclaw,Pogon Szczecin,1,1,D,2.18,3.4,3.53,2.3,3.4,3.6,2.15,3.26,3.36
Poland,Ekstraklasa,2019/2020,01/09/2019,16:30,Lech Poznan,Cracovia,1,2,A,1.91,3.8,4.04,2,3.8,4.04,1.91,3.56,3.76
Poland,Ekstraklasa,2019/2020,01/09/2019,19:00,Legia,Rakow,3,1,H,1.7,3.79,5.32,1.75,4.15,6.5,1.67,3.76,4.89
Poland,Ekstraklasa,2019/2020,13/09/2019,17:00,Zaglebie,Wisla Plock,5,0,H,2.13,3.52,3.55,2.13,3.61,3.75,2.03,3.4,3.5
Poland,Ekstraklasa,2019/2020,13/09/2019,19:30,Jagiellonia,Legia,0,0,D,3.54,3.27,2.24,3.54,3.4,2.31,3.3,3.21,2.19
Poland,Ekstraklasa,2019/2020,14/09/2019,14:00,Rakow,Arka Gdynia,2,0,H,2.08,3.39,3.87,2.2,3.52,3.87,2.05,3.3,3.56
Poland,Ekstraklasa,2019/2020,14/09/2019,16:30,Lechia Gdansk,Lech Poznan,2,1,H,2.3,3.47,3.21,2.35,3.47,3.21,2.27,3.29,3.05
